PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),CO2 (ppm),Temperature (Celsius),Humidity (%),Pressure (pascal),Particle Count,hour,day,month,day_of_week,AQI,AQI Category
6,10,5,420,21,55,83357,29805,19,10,10,Friday,20.0,Moderate
5,8,4,418,21,58,83347,26269,20,10,10,Friday,16.666666666666664,Moderate
7,11,6,427,20,62,83325,32986,21,10,10,Friday,23.333333333333332,Moderate
6,9,5,422,20,66,83289,26541,22,10,10,Friday,20.0,Moderate
5,8,4,432,19,68,83253,25050,23,10,10,Friday,16.666666666666664,Moderate
6,9,5,438,19,69,83253,26769,0,11,10,Saturday,20.0,Moderate
4,7,3,425,19,70,83259,21845,1,11,10,Saturday,13.333333333333334,Good
4,6,3,439,19,70,83287,21240,2,11,10,Saturday,13.333333333333334,Good
5,7,4,428,19,69,83326,22517,3,11,10,Saturday,16.666666666666664,Moderate
9,13,7,417,22,62,83378,42015,4,11,10,Saturday,30.0,Unhealthy for Sensitive Groups
9,13,7,410,24,57,83424,40413,5,11,10,Saturday,30.0,Unhealthy for Sensitive Groups
11,16,8,408,26,46,83433,50897,6,11,10,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
17,25,13,407,27,41,83406,77350,7,11,10,Saturday,56.666666666666664,Unhealthy
14,22,11,406,28,38,83338,62691,8,11,10,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
8,14,6,405,29,34,83220,38356,9,11,10,Saturday,26.666666666666668,Moderate
9,16,7,403,29,33,83102,39990,10,11,10,Saturday,30.0,Unhealthy for Sensitive Groups
7,12,5,403,29,32,83019,30928,11,11,10,Saturday,23.333333333333332,Moderate
6,10,5,404,29,31,82975,30562,12,11,10,Saturday,20.0,Moderate
7,10,6,406,28,33,82965,32000,13,11,10,Saturday,23.333333333333332,Moderate
5,9,4,408,26,35,82981,26433,14,11,10,Saturday,16.666666666666664,Moderate
7,11,5,412,24,37,83023,31814,15,11,10,Saturday,23.333333333333332,Moderate
18,31,14,417,23,40,83053,79814,16,11,10,Saturday,60.0,Unhealthy
16,26,12,418,22,43,83107,68176,17,11,10,Saturday,53.333333333333336,Unhealthy
9,14,7,417,22,46,83164,40529,18,11,10,Saturday,30.0,Unhealthy for Sensitive Groups
6,10,5,417,21,50,83203,28513,19,11,10,Saturday,20.0,Moderate
5,8,4,416,20,52,83188,23026,20,11,10,Saturday,16.666666666666664,Moderate
6,10,5,419,20,55,83145,29681,21,11,10,Saturday,20.0,Moderate
8,12,6,422,19,57,83112,36298,22,11,10,Saturday,26.666666666666668,Moderate
9,14,7,432,19,59,83081,41943,23,11,10,Saturday,30.0,Unhealthy for Sensitive Groups
9,14,7,434,18,61,83086,41276,0,12,10,Sunday,30.0,Unhealthy for Sensitive Groups
8,12,6,439,18,63,83121,37120,1,12,10,Sunday,26.666666666666668,Moderate
5,8,4,429,18,64,83163,23899,2,12,10,Sunday,16.666666666666664,Moderate
4,6,3,429,18,64,83228,19797,3,12,10,Sunday,13.333333333333334,Good
5,8,4,415,21,59,83282,24664,4,12,10,Sunday,16.666666666666664,Moderate
7,10,6,409,23,56,83339,31497,5,12,10,Sunday,23.333333333333332,Moderate
5,8,4,405,26,48,83331,25901,6,12,10,Sunday,16.666666666666664,Moderate
10,16,8,404,27,43,83289,48293,7,12,10,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
8,13,7,404,28,39,83230,39389,8,12,10,Sunday,26.666666666666668,Moderate
6,10,5,403,29,36,83153,30055,9,12,10,Sunday,20.0,Moderate
8,12,6,403,29,35,83059,36933,10,12,10,Sunday,26.666666666666668,Moderate
7,11,6,403,29,34,82986,33584,11,12,10,Sunday,23.333333333333332,Moderate
6,9,5,403,29,34,82930,28792,12,12,10,Sunday,20.0,Moderate
4,7,3,404,28,35,82925,22503,13,12,10,Sunday,13.333333333333334,Good
4,6,3,405,26,38,82960,20743,14,12,10,Sunday,13.333333333333334,Good
4,8,3,409,24,41,83038,21595,15,12,10,Sunday,13.333333333333334,Good
8,12,6,412,24,42,83124,35466,16,12,10,Sunday,26.666666666666668,Moderate
9,14,7,412,23,43,83171,40588,17,12,10,Sunday,30.0,Unhealthy for Sensitive Groups
8,12,6,412,22,46,83223,36042,18,12,10,Sunday,26.666666666666668,Moderate
4,6,3,412,21,49,83274,17821,19,12,10,Sunday,13.333333333333334,Good
3,6,2,414,21,51,83246,17218,20,12,10,Sunday,10.0,Good
4,6,3,414,20,53,83196,18605,21,12,10,Sunday,13.333333333333334,Good
3,5,2,413,20,57,83158,16163,22,12,10,Sunday,10.0,Good
4,6,3,414,19,61,83138,18588,23,12,10,Sunday,13.333333333333334,Good
3,5,2,425,19,62,83136,16796,0,13,10,Monday,10.0,Good
4,6,3,436,18,63,83172,19976,1,13,10,Monday,13.333333333333334,Good
5,8,4,433,19,64,83227,24189,2,13,10,Monday,16.666666666666664,Moderate
6,9,5,421,19,64,83289,29894,3,13,10,Monday,20.0,Moderate
7,11,5,410,20,64,83357,32526,4,13,10,Monday,23.333333333333332,Moderate
5,7,4,405,22,57,83403,23015,5,13,10,Monday,16.666666666666664,Moderate
5,8,4,405,25,50,83406,25347,6,13,10,Monday,16.666666666666664,Moderate
7,11,6,402,26,48,83385,34377,7,13,10,Monday,23.333333333333332,Moderate
8,13,6,402,26,47,83328,39536,8,13,10,Monday,26.666666666666668,Moderate
9,14,7,403,27,44,83228,42484,9,13,10,Monday,30.0,Unhealthy for Sensitive Groups
11,18,8,403,28,42,83123,49434,10,13,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
7,12,6,402,28,39,83051,35951,11,13,10,Monday,23.333333333333332,Moderate
7,10,6,402,28,38,82990,32510,12,13,10,Monday,23.333333333333332,Moderate
6,9,5,402,28,37,82968,29951,13,13,10,Monday,20.0,Moderate
7,10,6,404,27,38,82991,31885,14,13,10,Monday,23.333333333333332,Moderate
8,13,7,409,25,41,83040,38495,15,13,10,Monday,26.666666666666668,Moderate
10,17,8,415,24,44,83084,48576,16,13,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
17,28,13,419,23,47,83136,74594,17,13,10,Monday,56.666666666666664,Unhealthy
11,18,9,417,22,49,83197,52402,18,13,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
6,10,5,416,21,51,83237,29708,19,13,10,Monday,20.0,Moderate
4,6,3,414,21,53,83250,19498,20,13,10,Monday,13.333333333333334,Good
3,5,2,413,20,57,83227,16229,21,13,10,Monday,10.0,Good
4,7,3,416,20,61,83195,21129,22,13,10,Monday,13.333333333333334,Good
5,8,4,417,19,64,83191,23190,23,13,10,Monday,16.666666666666664,Moderate
6,9,5,424,19,64,83209,26936,0,14,10,Tuesday,20.0,Moderate
6,9,5,423,19,66,83238,28814,1,14,10,Tuesday,20.0,Moderate
7,10,5,419,19,70,83289,31819,2,14,10,Tuesday,23.333333333333332,Moderate
9,14,7,419,19,70,83356,42357,3,14,10,Tuesday,30.0,Unhealthy for Sensitive Groups
9,14,7,413,19,70,83435,41617,4,14,10,Tuesday,30.0,Unhealthy for Sensitive Groups
9,14,7,409,20,66,83488,44279,5,14,10,Tuesday,30.0,Unhealthy for Sensitive Groups
9,14,7,408,22,59,83495,44950,6,14,10,Tuesday,30.0,Unhealthy for Sensitive Groups
12,19,10,407,25,49,83454,59416,7,14,10,Tuesday,40.0,Unhealthy for Sensitive Groups
11,17,9,405,26,44,83378,52311,8,14,10,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
6,10,5,404,28,41,83290,30844,9,14,10,Tuesday,20.0,Moderate
6,9,5,403,29,38,83173,28148,10,14,10,Tuesday,20.0,Moderate
6,10,5,403,29,35,83089,30185,11,14,10,Tuesday,20.0,Moderate
7,10,5,403,29,33,83019,31372,12,14,10,Tuesday,23.333333333333332,Moderate
6,10,5,404,28,33,82977,29042,13,14,10,Tuesday,20.0,Moderate
7,11,6,407,27,36,82988,33607,14,14,10,Tuesday,23.333333333333332,Moderate
6,9,5,410,25,39,83031,27141,15,14,10,Tuesday,20.0,Moderate
11,17,8,416,24,44,83091,48759,16,14,10,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
13,20,10,425,23,48,83129,59035,17,14,10,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
17,27,13,434,22,51,83186,77338,18,14,10,Tuesday,56.666666666666664,Unhealthy
22,35,16,444,21,54,83222,103482,19,14,10,Tuesday,73.33333333333333,Unhealthy
21,32,16,439,20,56,83214,98048,20,14,10,Tuesday,70.0,Unhealthy
20,30,15,444,20,58,83179,91216,21,14,10,Tuesday,66.66666666666666,Unhealthy
15,23,12,445,19,61,83142,71743,22,14,10,Tuesday,50.0,Unhealthy
14,21,11,453,19,62,83122,64715,23,14,10,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
13,20,11,444,18,64,83106,62700,0,15,10,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
15,22,12,460,18,64,83121,68726,1,15,10,Wednesday,50.0,Unhealthy
15,24,12,474,17,64,83187,72347,2,15,10,Wednesday,50.0,Unhealthy
19,29,15,485,17,66,83245,89213,3,15,10,Wednesday,63.33333333333333,Unhealthy
22,34,16,474,18,68,83341,107567,4,15,10,Wednesday,73.33333333333333,Unhealthy
18,28,14,421,20,67,83400,85044,5,15,10,Wednesday,60.0,Unhealthy
12,18,9,412,22,62,83411,55144,6,15,10,Wednesday,40.0,Unhealthy for Sensitive Groups
11,17,9,407,25,52,83375,51446,7,15,10,Wednesday,36.666666666666664,Unhealthy for Sensitive Groups
17,26,14,405,27,45,83283,80768,8,15,10,Wednesday,56.666666666666664,Unhealthy
18,27,14,404,29,40,83160,83523,9,15,10,Wednesday,60.0,Unhealthy
15,25,12,402,29,37,83038,68314,10,15,10,Wednesday,50.0,Unhealthy
10,17,8,403,29,32,82953,47720,11,15,10,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
7,11,5,404,29,27,82898,30920,12,15,10,Wednesday,23.333333333333332,Moderate
4,7,3,405,29,25,82882,21886,13,15,10,Wednesday,13.333333333333334,Good
6,9,5,405,28,31,82885,27209,14,15,10,Wednesday,20.0,Moderate
11,18,8,411,26,37,82936,48988,15,15,10,Wednesday,36.666666666666664,Unhealthy for Sensitive Groups
13,23,10,413,24,44,83002,55872,16,15,10,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
9,15,7,412,23,48,83082,39872,17,15,10,Wednesday,30.0,Unhealthy for Sensitive Groups
6,10,5,413,23,50,83173,29512,18,15,10,Wednesday,20.0,Moderate
6,9,5,412,22,52,83196,28766,19,15,10,Wednesday,20.0,Moderate
5,8,4,412,21,55,83184,24937,20,15,10,Wednesday,16.666666666666664,Moderate
5,8,4,414,21,57,83143,25359,21,15,10,Wednesday,16.666666666666664,Moderate
5,8,4,416,20,60,83114,22845,22,15,10,Wednesday,16.666666666666664,Moderate
5,9,4,416,20,65,83078,24812,23,15,10,Wednesday,16.666666666666664,Moderate
5,9,4,427,19,67,83072,26229,0,16,10,Thursday,16.666666666666664,Moderate
8,11,6,425,20,68,83082,35334,1,16,10,Thursday,26.666666666666668,Moderate
9,14,7,419,19,69,83138,42607,2,16,10,Thursday,30.0,Unhealthy for Sensitive Groups
9,14,7,416,20,68,83193,41618,3,16,10,Thursday,30.0,Unhealthy for Sensitive Groups
13,20,10,415,20,68,83258,59578,4,16,10,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
10,15,8,415,22,62,83309,47165,5,16,10,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
7,11,6,408,25,53,83308,34905,6,16,10,Thursday,23.333333333333332,Moderate
9,14,7,403,25,52,83252,42995,7,16,10,Thursday,30.0,Unhealthy for Sensitive Groups
13,21,11,403,26,50,83172,62722,8,16,10,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
12,18,9,403,28,45,83080,54520,9,16,10,Thursday,40.0,Unhealthy for Sensitive Groups
9,14,7,403,28,43,82974,41190,10,16,10,Thursday,30.0,Unhealthy for Sensitive Groups
8,12,6,402,28,42,82901,36020,11,16,10,Thursday,26.666666666666668,Moderate
7,12,6,401,28,41,82860,35608,12,16,10,Thursday,23.333333333333332,Moderate
6,11,5,401,28,41,82831,30818,13,16,10,Thursday,20.0,Moderate
7,13,5,406,26,44,82895,31942,14,16,10,Thursday,23.333333333333332,Moderate
15,26,11,412,24,53,82968,62210,15,16,10,Thursday,50.0,Unhealthy
15,26,11,418,24,55,83070,65106,16,16,10,Thursday,50.0,Unhealthy
10,16,8,421,23,63,83157,48870,17,16,10,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
8,12,6,417,22,59,83225,36679,18,16,10,Thursday,26.666666666666668,Moderate
7,11,6,416,22,57,83239,34543,19,16,10,Thursday,23.333333333333332,Moderate
6,9,5,414,22,58,83224,27036,20,16,10,Thursday,20.0,Moderate
4,6,3,414,21,59,83207,21182,21,16,10,Thursday,13.333333333333334,Good
4,7,3,421,21,61,83160,21074,22,16,10,Thursday,13.333333333333334,Good
5,8,4,425,20,63,83134,23820,23,16,10,Thursday,16.666666666666664,Moderate
5,8,4,421,19,65,83146,24957,0,17,10,Friday,16.666666666666664,Moderate
6,9,5,415,19,70,83182,27725,1,17,10,Friday,20.0,Moderate
6,10,5,417,19,70,83215,30183,2,17,10,Friday,20.0,Moderate
8,13,6,417,20,70,83242,37770,3,17,10,Friday,26.666666666666668,Moderate
10,15,8,414,20,70,83324,44994,4,17,10,Friday,33.33333333333333,Unhealthy for Sensitive Groups
11,18,9,412,21,69,83411,53405,5,17,10,Friday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,9,409,22,65,83430,54042,6,17,10,Friday,40.0,Unhealthy for Sensitive Groups
9,14,7,408,25,57,83406,44518,7,17,10,Friday,30.0,Unhealthy for Sensitive Groups
10,16,8,404,25,53,83376,49181,8,17,10,Friday,33.33333333333333,Unhealthy for Sensitive Groups
13,20,11,404,27,48,83288,63099,9,17,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
16,25,13,404,27,46,83161,75794,10,17,10,Friday,53.333333333333336,Unhealthy
13,20,10,403,29,40,83054,61010,11,17,10,Friday,43.333333333333336,Unhealthy for Sensitive Groups
9,15,7,402,29,39,82994,43160,12,17,10,Friday,30.0,Unhealthy for Sensitive Groups
10,19,7,407,24,50,83045,43589,13,17,10,Friday,33.33333333333333,Unhealthy for Sensitive Groups
9,15,7,409,22,58,83093,43753,14,17,10,Friday,30.0,Unhealthy for Sensitive Groups
9,14,7,420,23,57,83125,42683,15,17,10,Friday,30.0,Unhealthy for Sensitive Groups
15,23,12,425,22,56,83189,70882,16,17,10,Friday,50.0,Unhealthy
18,27,14,423,22,56,83272,80802,17,17,10,Friday,60.0,Unhealthy
10,15,8,417,22,57,83374,46274,18,17,10,Friday,33.33333333333333,Unhealthy for Sensitive Groups
7,11,6,416,21,58,83397,32596,19,17,10,Friday,23.333333333333332,Moderate
6,9,5,415,21,59,83375,28762,20,17,10,Friday,20.0,Moderate
5,9,4,415,21,61,83359,26998,21,17,10,Friday,16.666666666666664,Moderate
5,9,4,415,21,65,83321,25825,22,17,10,Friday,16.666666666666664,Moderate
6,10,5,416,20,69,83277,29017,23,17,10,Friday,20.0,Moderate
7,10,5,417,20,69,83282,30768,0,18,10,Saturday,23.333333333333332,Moderate
8,12,6,414,20,70,83328,36094,1,18,10,Saturday,26.666666666666668,Moderate
10,15,8,417,20,73,83385,46600,2,18,10,Saturday,33.33333333333333,Unhealthy for Sensitive Groups
16,25,13,419,20,71,83452,73378,3,18,10,Saturday,53.333333333333336,Unhealthy
20,31,15,419,20,70,83508,93059,4,18,10,Saturday,66.66666666666666,Unhealthy
29,46,22,420,20,69,83551,140516,5,18,10,Saturday,96.66666666666667,Unhealthy
43,66,33,416,21,67,83561,220450,6,18,10,Saturday,143.33333333333334,Very Unhealthy
22,33,17,410,23,61,83534,105928,7,18,10,Saturday,73.33333333333333,Unhealthy
16,25,13,407,25,53,83468,76569,8,18,10,Saturday,53.333333333333336,Unhealthy
9,14,7,405,27,43,83346,43673,9,18,10,Saturday,30.0,Unhealthy for Sensitive Groups
11,16,9,405,28,41,83214,50511,10,18,10,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,405,28,40,83129,53594,11,18,10,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,8,404,28,41,83064,50221,12,18,10,Saturday,36.666666666666664,Unhealthy for Sensitive Groups
8,13,6,404,27,42,83051,39271,13,18,10,Saturday,26.666666666666668,Moderate
19,30,15,412,25,49,83075,86353,14,18,10,Saturday,63.33333333333333,Unhealthy
23,37,17,417,24,49,83106,102644,15,18,10,Saturday,76.66666666666667,Unhealthy
33,54,25,420,24,49,83154,148468,16,18,10,Saturday,110.00000000000001,Very Unhealthy
39,63,29,429,23,52,83238,173975,17,18,10,Saturday,130.0,Very Unhealthy
34,54,25,439,22,54,83303,152905,18,18,10,Saturday,113.33333333333333,Very Unhealthy
19,30,15,432,21,55,83326,88013,19,18,10,Saturday,63.33333333333333,Unhealthy
14,22,11,434,21,57,83314,63519,20,18,10,Saturday,46.666666666666664,Unhealthy for Sensitive Groups
8,12,6,422,20,57,83304,35246,21,18,10,Saturday,26.666666666666668,Moderate
5,9,4,427,19,61,83298,26054,22,18,10,Saturday,16.666666666666664,Moderate
26,41,20,441,19,63,83282,121524,23,18,10,Saturday,86.66666666666667,Unhealthy
12,19,10,445,19,64,83297,56422,0,19,10,Sunday,40.0,Unhealthy for Sensitive Groups
10,16,8,448,19,66,83333,47743,1,19,10,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
8,12,6,425,19,68,83390,37638,2,19,10,Sunday,26.666666666666668,Moderate
7,12,6,418,19,69,83463,34434,3,19,10,Sunday,23.333333333333332,Moderate
8,12,6,418,19,70,83540,37228,4,19,10,Sunday,26.666666666666668,Moderate
18,28,14,414,20,70,83604,85993,5,19,10,Sunday,60.0,Unhealthy
19,29,14,411,21,64,83599,90307,6,19,10,Sunday,63.33333333333333,Unhealthy
23,35,17,410,23,58,83557,112082,7,19,10,Sunday,76.66666666666667,Unhealthy
17,25,13,408,24,53,83480,78549,8,19,10,Sunday,56.666666666666664,Unhealthy
11,16,9,405,26,46,83359,51412,9,19,10,Sunday,36.666666666666664,Unhealthy for Sensitive Groups
9,13,7,405,27,42,83230,41774,10,19,10,Sunday,30.0,Unhealthy for Sensitive Groups
7,11,6,405,28,38,83124,34872,11,19,10,Sunday,23.333333333333332,Moderate
6,10,5,404,28,37,83047,30821,12,19,10,Sunday,20.0,Moderate
6,9,5,404,27,36,83017,27738,13,19,10,Sunday,20.0,Moderate
5,9,4,407,26,37,83014,26992,14,19,10,Sunday,16.666666666666664,Moderate
8,13,6,416,24,41,83043,37937,15,19,10,Sunday,26.666666666666668,Moderate
15,25,11,427,23,43,83104,66503,16,19,10,Sunday,50.0,Unhealthy
19,31,15,428,22,46,83185,85655,17,19,10,Sunday,63.33333333333333,Unhealthy
12,19,10,425,21,46,83237,55514,18,19,10,Sunday,40.0,Unhealthy for Sensitive Groups
9,15,7,421,21,47,83257,43576,19,19,10,Sunday,30.0,Unhealthy for Sensitive Groups
8,12,6,419,20,51,83259,37768,20,19,10,Sunday,26.666666666666668,Moderate
7,11,6,418,20,55,83228,35530,21,19,10,Sunday,23.333333333333332,Moderate
10,15,8,427,19,57,83200,45887,22,19,10,Sunday,33.33333333333333,Unhealthy for Sensitive Groups
12,19,10,439,18,60,83156,57738,23,19,10,Sunday,40.0,Unhealthy for Sensitive Groups
11,17,9,448,17,62,83146,53329,0,20,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,7,443,17,64,83162,45862,1,20,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,442,17,65,83208,43791,2,20,10,Monday,30.0,Unhealthy for Sensitive Groups
10,16,8,457,17,64,83251,49830,3,20,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
14,21,11,445,21,57,83324,65771,4,20,10,Monday,46.666666666666664,Unhealthy for Sensitive Groups
9,14,7,408,24,49,83369,43432,5,20,10,Monday,30.0,Unhealthy for Sensitive Groups
15,23,12,406,26,41,83373,72601,6,20,10,Monday,50.0,Unhealthy
23,35,17,407,27,39,83353,109934,7,20,10,Monday,76.66666666666667,Unhealthy
17,26,13,405,28,36,83287,80725,8,20,10,Monday,56.666666666666664,Unhealthy
14,22,11,405,30,33,83175,66676,9,20,10,Monday,46.666666666666664,Unhealthy for Sensitive Groups
13,21,10,405,30,31,83064,63799,10,20,10,Monday,43.333333333333336,Unhealthy for Sensitive Groups
12,19,10,405,30,30,82958,59053,11,20,10,Monday,40.0,Unhealthy for Sensitive Groups
10,16,8,404,30,28,82878,49670,12,20,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
10,16,8,405,29,27,82848,49689,13,20,10,Monday,33.33333333333333,Unhealthy for Sensitive Groups
11,17,9,407,28,31,82873,51516,14,20,10,Monday,36.666666666666664,Unhealthy for Sensitive Groups
14,22,11,410,26,37,82950,66904,15,20,10,Monday,46.666666666666664,Unhealthy for Sensitive Groups
23,37,17,412,25,41,83041,104080,16,20,10,Monday,76.66666666666667,Unhealthy
19,29,14,412,24,44,83132,83768,17,20,10,Monday,63.33333333333333,Unhealthy
12,18,9,414,22,52,83207,55100,18,20,10,Monday,40.0,Unhealthy for Sensitive Groups
8,12,6,412,22,51,83271,37166,19,20,10,Monday,26.666666666666668,Moderate
7,11,6,414,22,51,83270,35023,20,20,10,Monday,23.333333333333332,Moderate
7,10,6,416,21,52,83221,31982,21,20,10,Monday,23.333333333333332,Moderate
6,9,5,423,21,54,83170,28739,22,20,10,Monday,20.0,Moderate
6,9,5,428,20,57,83136,29976,23,20,10,Monday,20.0,Moderate
8,12,6,437,19,59,83138,36936,0,21,10,Tuesday,26.666666666666668,Moderate
11,16,9,451,19,62,83165,50703,1,21,10,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
11,16,9,461,19,63,83195,49768,2,21,10,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,456,19,63,83278,51699,3,21,10,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,428,22,56,83346,51589,4,21,10,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,413,24,51,83386,46841,5,21,10,Tuesday,33.33333333333333,Unhealthy for Sensitive Groups
9,14,7,407,26,45,83368,45278,6,21,10,Tuesday,30.0,Unhealthy for Sensitive Groups
16,24,12,408,28,42,83337,74820,7,21,10,Tuesday,53.333333333333336,Unhealthy
24,38,18,409,28,41,83278,116210,8,21,10,Tuesday,80.0,Unhealthy
22,35,16,407,29,39,83175,106003,9,21,10,Tuesday,73.33333333333333,Unhealthy
20,32,14,405,30,37,83051,88007,10,21,10,Tuesday,66.66666666666666,Unhealthy
17,28,13,404,30,35,82947,78416,11,21,10,Tuesday,56.666666666666664,Unhealthy
15,25,12,405,28,38,82915,70751,12,21,10,Tuesday,50.0,Unhealthy
16,26,13,407,28,40,82912,77393,13,21,10,Tuesday,53.333333333333336,Unhealthy
25,38,19,411,27,41,82937,122562,14,21,10,Tuesday,83.33333333333334,Unhealthy
29,45,23,416,26,44,83012,146654,15,21,10,Tuesday,96.66666666666667,Unhealthy
28,42,22,420,25,46,83079,138089,16,21,10,Tuesday,93.33333333333333,Unhealthy
20,31,15,417,25,44,83149,97752,17,21,10,Tuesday,66.66666666666666,Unhealthy
12,19,9,413,24,42,83240,53985,18,21,10,Tuesday,40.0,Unhealthy for Sensitive Groups
7,11,6,412,23,48,83316,32916,19,21,10,Tuesday,23.333333333333332,Moderate
7,11,6,413,22,51,83338,34631,20,21,10,Tuesday,23.333333333333332,Moderate
7,11,6,412,22,54,83316,33578,21,21,10,Tuesday,23.333333333333332,Moderate
7,11,6,414,21,55,83286,33446,22,21,10,Tuesday,23.333333333333332,Moderate
6,10,5,414,21,56,83253,30653,23,21,10,Tuesday,20.0,Moderate
6,9,5,418,20,57,83246,30625,0,22,10,Wednesday,20.0,Moderate
6,9,5,421,20,58,83273,30442,1,22,10,Wednesday,20.0,Moderate
7,10,6,434,20,60,83311,32081,2,22,10,Wednesday,23.333333333333332,Moderate
8,13,7,438,20,62,83355,39032,3,22,10,Wednesday,26.666666666666668,Moderate
9,14,7,443,20,63,83440,44308,4,22,10,Wednesday,30.0,Unhealthy for Sensitive Groups
15,24,11,440,21,60,83486,66743,5,22,10,Wednesday,50.0,Unhealthy
19,31,14,423,21,58,83490,89953,6,22,10,Wednesday,63.33333333333333,Unhealthy
25,38,19,430,22,56,83500,119868,7,22,10,Wednesday,83.33333333333334,Unhealthy
24,37,18,447,23,55,83453,117771,8,22,10,Wednesday,80.0,Unhealthy
30,46,24,443,24,56,83359,147862,9,22,10,Wednesday,100.0,Very Unhealthy
29,46,22,432,25,52,83248,141596,10,22,10,Wednesday,96.66666666666667,Unhealthy
25,40,19,414,26,47,83166,118463,11,22,10,Wednesday,83.33333333333334,Unhealthy
20,32,15,412,25,47,83124,89366,12,22,10,Wednesday,66.66666666666666,Unhealthy
20,32,14,424,25,49,83110,91145,13,22,10,Wednesday,66.66666666666666,Unhealthy
19,30,15,444,24,52,83107,90104,14,22,10,Wednesday,63.33333333333333,Unhealthy
26,42,20,450,24,56,83146,124588,15,22,10,Wednesday,86.66666666666667,Unhealthy
30,46,23,431,23,54,83221,144056,16,22,10,Wednesday,100.0,Very Unhealthy
26,40,20,422,22,55,83302,126760,17,22,10,Wednesday,86.66666666666667,Unhealthy
24,36,18,421,22,57,83361,116499,18,22,10,Wednesday,80.0,Unhealthy
21,31,16,420,22,58,83404,100853,19,22,10,Wednesday,70.0,Unhealthy
19,28,15,421,22,59,83406,87627,20,22,10,Wednesday,63.33333333333333,Unhealthy
17,26,14,425,21,61,83362,82178,21,22,10,Wednesday,56.666666666666664,Unhealthy
15,23,12,429,21,62,83322,72457,22,22,10,Wednesday,50.0,Unhealthy
14,21,11,423,21,62,83294,65071,23,22,10,Wednesday,46.666666666666664,Unhealthy for Sensitive Groups
13,20,10,421,20,62,83317,62682,0,23,10,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
11,17,9,419,20,61,83349,52012,1,23,10,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
12,17,9,423,20,62,83369,54709,2,23,10,Thursday,40.0,Unhealthy for Sensitive Groups
15,22,12,428,20,64,83425,68625,3,23,10,Thursday,50.0,Unhealthy
16,24,13,420,20,64,83487,74397,4,23,10,Thursday,53.333333333333336,Unhealthy
16,25,13,419,21,63,83543,77791,5,23,10,Thursday,53.333333333333336,Unhealthy
15,23,12,410,23,55,83530,71966,6,23,10,Thursday,50.0,Unhealthy
19,29,15,409,26,49,83473,92685,7,23,10,Thursday,63.33333333333333,Unhealthy
20,31,15,406,27,46,83384,97859,8,23,10,Thursday,66.66666666666666,Unhealthy
21,32,16,407,28,44,83289,104291,9,23,10,Thursday,70.0,Unhealthy
19,30,15,405,29,40,83167,93707,10,23,10,Thursday,63.33333333333333,Unhealthy
19,28,15,405,29,40,83072,87502,11,23,10,Thursday,63.33333333333333,Unhealthy
16,25,13,406,28,41,83011,77058,12,23,10,Thursday,53.333333333333336,Unhealthy
14,21,11,408,27,43,83012,65214,13,23,10,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
21,35,16,417,24,57,83066,97680,14,23,10,Thursday,70.0,Unhealthy
23,36,18,424,23,68,83156,110038,15,23,10,Thursday,76.66666666666667,Unhealthy
27,40,21,434,23,69,83230,129579,16,23,10,Thursday,90.0,Unhealthy
24,36,18,425,22,69,83309,115441,17,23,10,Thursday,80.0,Unhealthy
20,30,15,427,22,71,83356,97087,18,23,10,Thursday,66.66666666666666,Unhealthy
21,32,16,443,21,73,83380,104234,19,23,10,Thursday,70.0,Unhealthy
