PM2.5 (ug/m3),PM10 (ug/m3),PM1 (ug/m3),CO2 (ppm),Temperature (Celsius),Humidity (%),Pressure (pascal),Particle Count,hour,day,month,day_of_week,AQI,AQI Category
13,23,10,409,27,42,83246,56999,12,18,6,Wednesday,43.333333333333336,Unhealthy for Sensitive Groups
10,19,7,410,25,48,83220,41383,13,18,6,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
11,21,7,410,25,50,83243,43183,14,18,6,Wednesday,36.666666666666664,Unhealthy for Sensitive Groups
11,20,9,415,24,52,83293,51110,15,18,6,Wednesday,36.666666666666664,Unhealthy for Sensitive Groups
15,26,12,415,23,55,83330,67295,16,18,6,Wednesday,50.0,Unhealthy
19,31,14,423,23,56,83391,84083,17,18,6,Wednesday,63.33333333333333,Unhealthy
10,16,8,419,23,56,83470,46127,18,18,6,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
5,8,4,420,22,60,83492,24492,19,18,6,Wednesday,16.666666666666664,Moderate
4,7,3,423,21,61,83483,20790,20,18,6,Wednesday,13.333333333333334,Good
4,6,3,422,21,65,83482,19549,21,18,6,Wednesday,13.333333333333334,Good
3,5,2,422,21,69,83462,14852,22,18,6,Wednesday,10.0,Good
4,7,3,426,20,70,83417,21715,23,18,6,Wednesday,13.333333333333334,Good
13,20,10,428,20,70,83396,60112,0,19,6,Thursday,43.333333333333336,Unhealthy for Sensitive Groups
9,14,7,426,20,71,83398,44452,1,19,6,Thursday,30.0,Unhealthy for Sensitive Groups
4,6,3,422,20,70,83431,18955,2,19,6,Thursday,13.333333333333334,Good
5,8,4,424,20,70,83517,23730,3,19,6,Thursday,16.666666666666664,Moderate
7,11,6,423,20,70,83580,34495,4,19,6,Thursday,23.333333333333332,Moderate
10,15,8,427,21,66,83634,46222,5,19,6,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
15,23,12,426,22,63,83670,71552,6,19,6,Thursday,50.0,Unhealthy
14,21,11,414,24,57,83645,64206,7,19,6,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
20,30,15,413,25,53,83621,94291,8,19,6,Thursday,66.66666666666666,Unhealthy
19,30,14,408,26,50,83553,85887,9,19,6,Thursday,63.33333333333333,Unhealthy
15,25,11,409,27,47,83457,68196,10,19,6,Thursday,50.0,Unhealthy
10,18,8,406,26,47,83366,46970,11,19,6,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
11,18,9,411,26,49,83293,49656,12,19,6,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
11,20,9,412,25,51,83271,50613,13,19,6,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
14,25,10,439,24,55,83310,60867,14,19,6,Thursday,46.666666666666664,Unhealthy for Sensitive Groups
11,18,9,424,23,60,83395,53906,15,19,6,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
11,17,9,422,22,62,83421,51170,16,19,6,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
12,19,10,423,22,62,83470,58967,17,19,6,Thursday,40.0,Unhealthy for Sensitive Groups
12,18,10,427,22,62,83518,57552,18,19,6,Thursday,40.0,Unhealthy for Sensitive Groups
12,19,10,437,22,63,83531,57969,19,19,6,Thursday,40.0,Unhealthy for Sensitive Groups
12,19,10,437,21,64,83539,57541,20,19,6,Thursday,40.0,Unhealthy for Sensitive Groups
9,14,7,442,21,65,83500,44928,21,19,6,Thursday,30.0,Unhealthy for Sensitive Groups
10,16,8,441,21,67,83465,49282,22,19,6,Thursday,33.33333333333333,Unhealthy for Sensitive Groups
11,17,9,447,20,68,83432,53515,23,19,6,Thursday,36.666666666666664,Unhealthy for Sensitive Groups
11,16,9,455,20,69,83409,50868,0,20,6,Friday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,461,20,69,83418,48748,1,20,6,Friday,33.33333333333333,Unhealthy for Sensitive Groups
10,15,8,458,20,70,83453,46809,2,20,6,Friday,33.33333333333333,Unhealthy for Sensitive Groups
12,19,10,459,20,70,83493,57982,3,20,6,Friday,40.0,Unhealthy for Sensitive Groups
20,32,16,451,20,69,83558,97836,4,20,6,Friday,66.66666666666666,Unhealthy
38,59,28,439,21,68,83622,186295,5,20,6,Friday,126.66666666666666,Very Unhealthy
47,74,36,429,22,67,83639,247053,6,20,6,Friday,156.66666666666666,Very Unhealthy
47,72,37,422,24,61,83609,254220,7,20,6,Friday,156.66666666666666,Very Unhealthy
57,88,44,420,26,57,83541,315128,8,20,6,Friday,190.0,Very Unhealthy
62,97,47,418,27,53,83455,335937,9,20,6,Friday,206.66666666666669,Hazardous
42,67,32,414,27,51,83354,212983,10,20,6,Friday,140.0,Very Unhealthy
31,48,24,413,27,53,83283,149920,11,20,6,Friday,103.33333333333334,Very Unhealthy
23,35,17,415,26,53,83264,110432,12,20,6,Friday,76.66666666666667,Unhealthy
16,25,13,421,22,65,83348,76347,13,20,6,Friday,53.333333333333336,Unhealthy
15,22,12,425,20,68,83388,68060,14,20,6,Friday,50.0,Unhealthy
21,32,17,432,21,69,83424,104104,15,20,6,Friday,70.0,Unhealthy
22,33,16,439,20,69,83444,109663,16,20,6,Friday,73.33333333333333,Unhealthy
29,45,22,454,20,69,83497,148745,17,20,6,Friday,96.66666666666667,Unhealthy
36,55,29,465,19,70,83524,189834,18,20,6,Friday,120.0,Very Unhealthy
37,56,29,479,19,70,83545,191578,19,20,6,Friday,123.33333333333334,Very Unhealthy
41,63,33,488,19,70,83507,224098,20,20,6,Friday,136.66666666666666,Very Unhealthy
41,61,32,494,19,70,83473,215073,21,20,6,Friday,136.66666666666666,Very Unhealthy
34,51,26,491,18,71,83408,171489,22,20,6,Friday,113.33333333333333,Very Unhealthy
33,50,25,496,19,71,83350,167723,23,20,6,Friday,110.00000000000001,Very Unhealthy
32,49,25,506,18,71,83343,164007,0,21,6,Saturday,106.66666666666667,Very Unhealthy
29,43,22,506,19,72,83364,143663,1,21,6,Saturday,96.66666666666667,Unhealthy
21,33,16,495,19,71,83402,107421,2,21,6,Saturday,70.0,Unhealthy
23,34,17,504,19,72,83450,112240,3,21,6,Saturday,76.66666666666667,Unhealthy
24,37,18,497,19,73,83503,122516,4,21,6,Saturday,80.0,Unhealthy
16,24,12,444,21,68,83546,76008,5,21,6,Saturday,53.333333333333336,Unhealthy
20,31,16,424,24,61,83578,99280,6,21,6,Saturday,66.66666666666666,Unhealthy
50,77,39,428,25,58,83561,277681,7,21,6,Saturday,166.66666666666669,Very Unhealthy
51,80,40,426,26,55,83489,277658,8,21,6,Saturday,170.0,Very Unhealthy
39,61,31,417,26,54,83403,196101,9,21,6,Saturday,130.0,Very Unhealthy
31,48,24,414,27,51,83321,153043,10,21,6,Saturday,103.33333333333334,Very Unhealthy
26,40,20,413,28,48,83245,127257,11,21,6,Saturday,86.66666666666667,Unhealthy
21,33,16,412,28,45,83185,104897,12,21,6,Saturday,70.0,Unhealthy
18,27,14,412,27,47,83189,82439,13,21,6,Saturday,60.0,Unhealthy
17,26,13,414,25,52,83241,76635,14,21,6,Saturday,56.666666666666664,Unhealthy
15,23,12,416,24,55,83316,68931,15,21,6,Saturday,50.0,Unhealthy
15,23,12,417,23,61,83395,71440,16,21,6,Saturday,50.0,Unhealthy
17,25,14,419,23,63,83462,78676,17,21,6,Saturday,56.666666666666664,Unhealthy
16,25,13,425,22,64,83475,75984,18,21,6,Saturday,53.333333333333336,Unhealthy
19,28,15,443,21,66,83495,86619,19,21,6,Saturday,63.33333333333333,Unhealthy
18,27,14,449,21,68,83471,83547,20,21,6,Saturday,60.0,Unhealthy
18,27,14,453,20,68,83437,83410,21,21,6,Saturday,60.0,Unhealthy
18,27,14,463,20,69,83380,83031,22,21,6,Saturday,60.0,Unhealthy
18,27,14,473,20,69,83326,85269,23,21,6,Saturday,60.0,Unhealthy
19,29,15,460,19,69,83328,91262,0,22,6,Sunday,63.33333333333333,Unhealthy
17,26,14,447,20,69,83357,79578,1,22,6,Sunday,56.666666666666664,Unhealthy
13,19,10,433,20,70,83406,60402,2,22,6,Sunday,43.333333333333336,Unhealthy for Sensitive Groups
14,21,11,429,19,71,83441,64942,3,22,6,Sunday,46.666666666666664,Unhealthy for Sensitive Groups
19,29,15,421,19,72,83498,90259,4,22,6,Sunday,63.33333333333333,Unhealthy
21,32,16,418,19,71,83558,104189,5,22,6,Sunday,70.0,Unhealthy
20,31,15,413,21,68,83568,98393,6,22,6,Sunday,66.66666666666666,Unhealthy
19,30,15,412,24,59,83516,92301,7,22,6,Sunday,63.33333333333333,Unhealthy
24,36,18,409,25,55,83464,117320,8,22,6,Sunday,80.0,Unhealthy
44,66,35,414,26,53,83396,231607,9,22,6,Sunday,146.66666666666666,Very Unhealthy
32,49,25,412,26,51,83339,162268,10,22,6,Sunday,106.66666666666667,Very Unhealthy
23,35,17,408,26,53,83267,112355,11,22,6,Sunday,76.66666666666667,Unhealthy
20,30,15,408,25,57,83220,94553,12,22,6,Sunday,66.66666666666666,Unhealthy
20,30,15,409,25,57,83199,94133,13,22,6,Sunday,66.66666666666666,Unhealthy
18,28,14,410,24,58,83189,87094,14,22,6,Sunday,60.0,Unhealthy
18,28,14,414,23,61,83227,83924,15,22,6,Sunday,60.0,Unhealthy
19,29,15,415,21,65,83270,91359,16,22,6,Sunday,63.33333333333333,Unhealthy
21,32,15,418,21,66,83347,101548,17,22,6,Sunday,70.0,Unhealthy
20,30,15,420,21,67,83413,98062,18,22,6,Sunday,66.66666666666666,Unhealthy
20,31,15,427,21,69,83438,97745,19,22,6,Sunday,66.66666666666666,Unhealthy
19,29,14,430,21,69,83435,90167,20,22,6,Sunday,63.33333333333333,Unhealthy
17,25,14,421,21,68,83405,77959,21,22,6,Sunday,56.666666666666664,Unhealthy
16,24,12,419,20,69,83359,72822,22,22,6,Sunday,53.333333333333336,Unhealthy
15,23,12,416,19,71,83321,70667,23,22,6,Sunday,50.0,Unhealthy
17,25,13,416,19,72,83325,77877,0,23,6,Monday,56.666666666666664,Unhealthy
16,25,13,419,19,71,83337,77482,1,23,6,Monday,53.333333333333336,Unhealthy
16,24,13,425,19,72,83369,75832,2,23,6,Monday,53.333333333333336,Unhealthy
19,29,15,424,19,71,83406,94438,3,23,6,Monday,63.33333333333333,Unhealthy
20,30,15,420,19,72,83475,94193,4,23,6,Monday,66.66666666666666,Unhealthy
21,33,16,417,20,68,83513,106247,5,23,6,Monday,70.0,Unhealthy
31,47,24,415,22,64,83525,157431,6,23,6,Monday,103.33333333333334,Very Unhealthy
40,60,31,417,21,64,83533,208773,7,23,6,Monday,133.33333333333331,Very Unhealthy
34,51,26,415,23,60,83496,169957,8,23,6,Monday,113.33333333333333,Very Unhealthy
28,43,21,411,23,57,83461,140301,9,23,6,Monday,93.33333333333333,Unhealthy
23,36,17,410,25,52,83400,114797,10,23,6,Monday,76.66666666666667,Unhealthy
20,31,15,407,25,50,83315,93466,11,23,6,Monday,66.66666666666666,Unhealthy
19,30,15,408,25,50,83238,88025,12,23,6,Monday,63.33333333333333,Unhealthy
18,28,14,410,24,54,83230,80854,13,23,6,Monday,60.0,Unhealthy
16,26,13,411,23,55,83258,76104,14,23,6,Monday,53.333333333333336,Unhealthy
18,28,14,414,22,57,83290,81590,15,23,6,Monday,60.0,Unhealthy
21,35,16,417,21,61,83332,100343,16,23,6,Monday,70.0,Unhealthy
22,37,16,419,21,63,83398,103851,17,23,6,Monday,73.33333333333333,Unhealthy
23,36,17,417,20,64,83452,111723,18,23,6,Monday,76.66666666666667,Unhealthy
20,30,15,419,19,67,83474,92322,19,23,6,Monday,66.66666666666666,Unhealthy
18,27,14,424,20,67,83465,82070,20,23,6,Monday,60.0,Unhealthy
17,26,14,425,20,67,83435,80467,21,23,6,Monday,56.666666666666664,Unhealthy
18,28,15,427,19,68,83387,86123,22,23,6,Monday,60.0,Unhealthy
16,24,13,420,19,67,83353,73209,23,23,6,Monday,53.333333333333336,Unhealthy
14,22,11,418,19,67,83333,67241,0,24,6,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
15,22,12,418,19,68,83344,69482,1,24,6,Tuesday,50.0,Unhealthy
18,27,14,419,18,68,83388,83216,2,24,6,Tuesday,60.0,Unhealthy
17,26,14,422,18,69,83434,80621,3,24,6,Tuesday,56.666666666666664,Unhealthy
19,29,15,422,18,68,83486,87450,4,24,6,Tuesday,63.33333333333333,Unhealthy
20,30,15,425,20,63,83557,93360,5,24,6,Tuesday,66.66666666666666,Unhealthy
27,41,20,418,21,58,83601,131268,6,24,6,Tuesday,90.0,Unhealthy
37,57,28,421,23,55,83595,183139,7,24,6,Tuesday,123.33333333333334,Very Unhealthy
31,48,23,412,24,50,83549,150919,8,24,6,Tuesday,103.33333333333334,Very Unhealthy
24,38,18,409,26,46,83474,117398,9,24,6,Tuesday,80.0,Unhealthy
22,36,16,406,27,43,83372,104775,10,24,6,Tuesday,73.33333333333333,Unhealthy
20,33,15,406,27,41,83299,91357,11,24,6,Tuesday,66.66666666666666,Unhealthy
18,29,14,405,27,41,83235,84404,12,24,6,Tuesday,60.0,Unhealthy
14,22,11,405,27,40,83201,65409,13,24,6,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
14,21,11,404,25,42,83222,63823,14,24,6,Tuesday,46.666666666666664,Unhealthy for Sensitive Groups
16,24,13,410,24,44,83263,73208,15,24,6,Tuesday,53.333333333333336,Unhealthy
17,26,14,414,23,47,83332,78183,16,24,6,Tuesday,56.666666666666664,Unhealthy
19,28,15,417,22,48,83411,86684,17,24,6,Tuesday,63.33333333333333,Unhealthy
24,37,18,423,22,50,83487,115005,18,24,6,Tuesday,80.0,Unhealthy
20,31,16,425,21,52,83539,99885,19,24,6,Tuesday,66.66666666666666,Unhealthy
19,29,15,429,21,55,83539,89455,20,24,6,Tuesday,63.33333333333333,Unhealthy
16,25,13,437,20,58,83545,76441,21,24,6,Tuesday,53.333333333333336,Unhealthy
13,19,10,440,19,61,83512,60513,22,24,6,Tuesday,43.333333333333336,Unhealthy for Sensitive Groups
11,17,9,444,18,64,83473,54170,23,24,6,Tuesday,36.666666666666664,Unhealthy for Sensitive Groups
12,18,10,453,19,65,83437,55089,0,25,6,Wednesday,40.0,Unhealthy for Sensitive Groups
11,16,9,456,19,67,83420,50286,1,25,6,Wednesday,36.666666666666664,Unhealthy for Sensitive Groups
10,15,8,459,18,68,83429,46846,2,25,6,Wednesday,33.33333333333333,Unhealthy for Sensitive Groups
11,16,9,462,18,68,83462,51768,3,25,6,Wednesday,36.666666666666664,Unhealthy for Sensitive Groups
